13.300,10.506,1.590
13.542,10.348,1.585
13.281,10.372,1.617
14.666,10.487,1.519
13.462,10.315,1.374
13.354,10.609,1.488
14.302,10.858,1.484
14.604,11.490,1.616
15.668,11.913,1.592
14.642,11.726,1.588
