7.485,5.499,1.000
7.289,5.465,0.946
7.218,5.377,0.937
7.633,5.447,0.944
6.936,5.440,1.032
7.546,5.581,1.029
7.707,5.755,1.000
7.690,5.948,0.961
7.573,6.059,0.934
8.006,6.198,0.974
