0.132,0.098,0.035
0.121,0.101,0.020
0.127,0.113,0.014
0.128,0.087,0.040
0.124,0.115,0.009
0.175,0.100,0.027
0.119,0.098,0.021
0.127,0.100,0.026
0.120,0.107,0.013
0.126,0.102,0.025
