13.198,10.151,1.565
13.447,10.082,1.490
13.220,10.057,1.412
13.212,10.105,1.360
13.357,10.094,1.342
13.504,10.622,1.530
13.654,10.793,1.402
14.175,11.130,1.525
14.302,11.780,1.504
15.435,11.864,1.595
