0.089,0.064,0.025
0.094,0.073,0.021
0.085,0.058,0.028
0.090,0.073,0.017
0.094,0.057,0.037
0.093,0.080,0.014
0.095,0.077,0.017
0.089,0.057,0.031
0.089,0.068,0.020
0.091,0.066,0.025
