13.520,10.139,1.665
13.491,10.313,1.535
13.090,10.438,1.399
14.440,11.331,1.445
14.764,11.994,1.535
15.466,12.117,1.589
15.228,12.550,1.629
16.027,12.973,1.578
16.291,13.349,1.609
15.417,12.834,1.634
