0.008,0.008,0.000
0.008,0.004,0.007
0.009,0.001,0.008
0.007,0.001,0.007
0.008,0.004,0.004
0.008,0.008,0.000
0.007,0.000,0.007
0.007,0.004,0.003
0.007,0.003,0.005
0.006,0.000,0.006
