0.122,0.118,0.004
0.117,0.108,0.012
0.111,0.107,0.005
0.107,0.102,0.008
0.116,0.111,0.004
0.109,0.104,0.005
0.109,0.104,0.004
0.123,0.115,0.008
0.112,0.108,0.004
0.116,0.116,0.001
