1.345,0.225,0.040
0.217,0.190,0.026
0.225,0.187,0.038
0.225,0.179,0.047
0.236,0.207,0.028
0.236,0.202,0.034
0.228,0.190,0.038
0.226,0.196,0.030
0.235,0.208,0.027
0.217,0.183,0.035
