6.965,5.276,0.960
7.485,5.263,0.977
7.145,5.266,0.940
6.941,5.080,0.898
7.155,5.195,0.877
7.291,5.373,0.807
6.804,5.059,0.809
6.865,5.112,0.876
6.802,5.094,0.880
7.047,5.177,0.891
