0.099,0.067,0.033
0.103,0.078,0.024
0.125,0.084,0.017
0.110,0.084,0.026
0.105,0.068,0.037
0.106,0.085,0.021
0.097,0.064,0.033
0.097,0.084,0.013
0.142,0.070,0.030
0.089,0.077,0.012
